Name,Perm Id,Ric,STS,Tanker Zone,Type
Rio Tinto Cape Lambert Ore Export Terminal,77309539744,C}TS7309539744,0,N/A,BERTH
Rio Tinto Minerals Terminal (Los Angeles),77309768333,C}TS7309768333,0,N/A,BERTH
Rio Tinto Port Alfred Bauxite Terminal,77309540418,C}TS7309540418,0,N/A,BERTH
Risdon,77309532723,C}TS7309532723,0,Melbourne,PORT
Risor,77309534375,C}TS7309534375,0,UK Continent,PORT
Rissa,77309543060,C}TS7309543060,0,North Sea,PORT
Riva Triana Terminal,77309540946,C}TS7309540946,0,N/A,BERTH
Riva Trigoso,77309539116,C}TS7309539116,0,Fos sur Mer,PORT
River Basin - 102 (Constantza),77309830712,C}TS7309830712,0,N/A,BERTH
River Basin 103 (Constantza),77309831295,C}TS7309831295,0,N/A,BERTH
River Trade Terminal,77309541602,C}TS7309541602,0,N/A,BERTH
Riverhead Anchorage,77309542366,C}TS7309542366,0,N/A,ANCHORAGE
Riverhead Terminal,77309542932,C}TS7309542932,0,US Atlantic Coast,PORT
Riverside Construction Materials Cement Jetty (Morrisville),77309839251,C}TS7309839251,0,N/A,BERTH
Riverside Roro Terminal,77309540793,C}TS7309540793,0,N/A,BERTH
Rizao Cement Factory Berth,77309539967,C}TS7309539967,0,N/A,BERTH
Rizhao,77309533920,C}TS7309533920,0,Korea,PORT
Rizhao - Berth1 TBN,77309828279,C}TS7309828279,0,N/A,BERTH
Rizhao Anchorage,77309542846,C}TS7309542846,0,N/A,ANCHORAGE
Rizhao Coal Terminal,77309540160,C}TS7309540160,0,N/A,BERTH
Rizhao Container Terminal,77309541445,C}TS7309541445,0,N/A,BERTH
Rizhao Ore Terminal (East),77309539966,C}TS7309539966,0,N/A,BERTH
Rizhao Ore Terminal (West),77309766201,C}TS7309766201,0,N/A,BERTH
Road Bay (Anguilla),77309537526,C}TS7309537526,0,Caribbean,PORT
Roadtown,77309542126,C}TS7309542126,0,Caribbean,PORT
Roatan,77309538996,C}TS7309538996,0,E Mexico,PORT
Roberts Bank,77309534355,C}TS7309534355,0,W Coast Canada,PORT
Rochester,77309532571,C}TS7309532571,0,'-,PORT
Rochester (U.S.A.),77309538553,C}TS7309538553,0,Quebec,PORT
Rock Sound,77309537532,C}TS7309537532,0,Bahamas,PORT
Rocky Point,77309542137,C}TS7309542137,0,Bahamas,PORT
Rodbyhavn,77309531557,C}TS7309531557,0,Baltic,PORT
Rodimar Terminal,77309541215,C}TS7309541215,0,N/A,BERTH
Rodney Container Terminal,77309541183,C}TS7309541183,0,N/A,BERTH
Rohukula,77309533149,C}TS7309533149,0,Baltic,PORT
Roja,77309532837,C}TS7309532837,0,Baltic,PORT
Rokko Island Container Terminal (North East),77309540670,C}TS7309540670,0,N/A,BERTH
Rokko Island Container Terminal (North),77309541671,C}TS7309541671,0,N/A,BERTH
Rokko Island Container Terminal (South East),77309541672,C}TS7309541672,0,N/A,BERTH
Rokko Island Container Terminal (West),77309541673,C}TS7309541673,0,N/A,BERTH
Rolandmuhle Flour Mills,77309539522,C}TS7309539522,0,N/A,BERTH
Roma Terminal Container,77309540984,C}TS7309540984,0,N/A,BERTH
Romano Tanker Terminal - Berth 1 (Porto Romano),77309851671,C}TS7309851671,0,N/A,BERTH
Rompetrol - MD 4 (Midia),77309830740,C}TS7309830740,0,N/A,BERTH
Rongcheng,77309539130,C}TS7309539130,0,Korea,PORT
Rongqi,77309534949,C}TS7309534949,0,Canton,PORT
Ronne,77309531578,C}TS7309531578,0,Baltic,PORT
Roomassaare,77309533140,C}TS7309533140,0,Baltic,PORT
RoPax Berths (Travemunde/ Rostock/Swinoujscie),77309539407,C}TS7309539407,0,N/A,BERTH
Roro and MPP Berth,77309541916,C}TS7309541916,0,N/A,BERTH
Ro-Ro Cargo Terminal Berth 34 (Galveston),77309838506,C}TS7309838506,0,N/A,BERTH
Roro Complex and Ukrferry Rail Ferry Terminal,77309542001,C}TS7309542001,0,N/A,BERTH
Roro Terminal 1,77309540746,C}TS7309540746,0,N/A,BERTH
Roro Terminal 2,77309540745,C}TS7309540745,0,N/A,BERTH
Roro Terminal 3,77309540743,C}TS7309540743,0,N/A,BERTH
Roro Terminal 4,77309540742,C}TS7309540742,0,N/A,BERTH
Roro Terminal 5,77309540744,C}TS7309540744,0,N/A,BERTH
Roro-Ferry and MPP Berths,77309541834,C}TS7309541834,0,N/A,BERTH
Roro-Ferry Terminal,77309540772,C}TS7309540772,0,N/A,BERTH
Roro-Freight Terminal,77309540773,C}TS7309540773,0,N/A,BERTH
Rorvig,77309537540,C}TS7309537540,0,Baltic,PORT
Rosario,77309531931,C}TS7309531931,0,Buenos Aires,PORT
Rosario River Anchorage North,77309542517,C}TS7309542517,0,N/A,ANCHORAGE
Rosario River Anchorage South,77309542518,C}TS7309542518,0,N/A,ANCHORAGE
Rosarito Anchorage,77309542232,C}TS7309542232,0,N/A,ANCHORAGE
Rosarito Buoy,77309770413,C}TS7309770413,0,N/A,BERTH
Rosarito Terminal,77309542231,C}TS7309542231,0,US West Coast,PORT
Roscoff-Bloscon,77309543047,C}TS7309543047,0,UK Continent,PORT
Roseau,77309531713,C}TS7309531713,0,Caribbean,PORT
Rosslare Europort,77309539065,C}TS7309539065,0,Ireland,PORT
Rostock (excl Warnemunde),77309538955,C}TS7309538955,0,Baltic,PORT
Rostock Anchorage,77309542993,C}TS7309542993,0,N/A,ANCHORAGE
Rostock-Warnemuende Cruise Center,77309540495,C}TS7309540495,0,N/A,BERTH
Rostov Terminal (Volgograd),77309847076,C}TS7309847076,0,N/A,BERTH
Rostov Universal Port,77309905382,C}TS7309905382,0,Black Sea,PORT
Rostov-on-Don,77309535519,C}TS7309535519,0,Black Sea,PORT
Rosyth,77309535444,C}TS7309535444,0,North Sea,PORT
Rota,77309542112,C}TS7309542112,0,Gibraltar,PORT
Rota Port Bulk Terminal,77309541981,C}TS7309541981,0,N/A,BERTH
Rotterdam,77309531079,C}TS7309531079,0,UK Continent,PORT
Rotterdam Deepwater Anchorage,77309542818,C}TS7309542818,0,N/A,ANCHORAGE
Rotterdam Steenbank Anchorage (also Antwerp),77309542717,C}TS7309542717,0,N/A,ANCHORAGE
Rotterdam World Gateway,77309541493,C}TS7309541493,0,N/A,BERTH
Rouen,77309532632,C}TS7309532632,0,UK Continent,PORT
Roxas City,77309534463,C}TS7309534463,0,Manila,PORT
"Royal Portbury Dock, Berth no. 5 and 6",77309540086,C}TS7309540086,0,N/A,BERTH
Royal Seaforth Container Terminal,77309541276,C}TS7309541276,0,N/A,BERTH
Royal Seaforth Grain Terminal,77309540154,C}TS7309540154,0,N/A,BERTH
RPK 2 Lukoil - Berth 2 (Vysotsk),77309831296,C}TS7309831296,0,N/A,BERTH
RPK 2 Lukoil - Berth1 (Vysotsk),77309831297,C}TS7309831297,0,N/A,BERTH
Rubis - Freycinet 12 (Dunkirk),77309830116,C}TS7309830116,0,N/A,BERTH
Rubis - Mole 5 (East) (Dunkirk),77309830114,C}TS7309830114,0,N/A,BERTH
Rubis - Mole 5 (West) (Dunkirk),77309830291,C}TS7309830291,0,N/A,BERTH
Rubis (RTM),77309829746,C}TS7309829746,0,N/A,BERTH
Rubis Terminal Petrol Ticaret ve Sanayi A.S.(Dortyol),77309830527,C}TS7309830527,0,N/A,BERTH
Ruby Princess,77309537554,C}TS7309537554,0,Thailand,PORT
Ruckert Terminal Bulk Pier 5,77309542461,C}TS7309542461,0,N/A,BERTH
Ruckert Terminal MPP Piers,77309542460,C}TS7309542460,0,N/A,BERTH
Rudhum Terminal SBM,77309908260,C}TS7309908260,0,N/A,BERTH
Rudum,77309908258,C}TS7309908258,0,Aden,PORT
Ruichang,77309543083,C}TS7309543083,0,Shanghai,PORT
Rumoi,77309531287,C}TS7309531287,0,Japan,PORT
Runcorn,77309531159,C}TS7309531159,0,UK Continent,PORT
Runcorn Docks - Runcorn 79 (Ellesmere),77309830413,C}TS7309830413,0,N/A,BERTH
Runcorn NuStar Terminal,77309841834,C}TS7309841834,0,N/A,BERTH
Ruse,77309543250,C}TS7309543250,0,Turkey,PORT
Ruwais Ammonia and Fertiliser Pier,77309542302,C}TS7309542302,0,N/A,BERTH
Ruwais LNG Terminal (FSRU Excelerate),77309844661,C}TS7309844661,0,N/A,BERTH
Ruwais Refinery - Berth B,77309848767,C}TS7309848767,0,N/A,BERTH
Ruwais Refinery - Berth C,77309848768,C}TS7309848768,0,N/A,BERTH
Ruwais Refinery - Berth E,77309848769,C}TS7309848769,0,N/A,BERTH
RWE Tilbury Power Station,77309540433,C}TS7309540433,0,N/A,BERTH
Rya Harbour,77309908261,C}TS7309908261,0,N/A,BERTH
Rya Harbour - Berth 551,77309908264,C}TS7309908264,0,N/A,BERTH
Rya Harbour - Berth 555,77309908265,C}TS7309908265,0,N/A,BERTH
Rya Harbour - Berth 556A,77309908266,C}TS7309908266,0,N/A,BERTH
Rya Harbour - Berth 556B,77309908267,C}TS7309908267,0,N/A,BERTH
Rya Harbour - Berth 556C,77309908268,C}TS7309908268,0,N/A,BERTH
Ryahamn Tank / Gas Berths 551-572 (excl 555),77309539416,C}TS7309539416,0,N/A,BERTH
Rye,77309531165,C}TS7309531165,0,UK Continent,PORT
S.E.P.P - Quai Du Rhin (Le Havre),77309830138,C}TS7309830138,0,N/A,BERTH
S.I.T - Terminal,77309542532,C}TS7309542532,0,N/A,BERTH
SÃ¶dertalje,77309538866,C}TS7309538866,0,Baltic,PORT
Sabah,77309538387,C}TS7309538387,0,Manila,PORT
Sabah Oil and Gas Terminal (SOGT) Kimanis,77309538104,C}TS7309538104,0,Manila,PORT
Sabahat,77309764955,C}TS7309764955,0,Manila,PORT
Sabetta Anchorage,77309879577,C}TS7309879577,0,N/A,ANCHORAGE
Sabetta Seaport (Yamal LNG),77309857975,C}TS7309857975,0,North Sea,PORT
Sabic QEII (Teesport),77309830487,C}TS7309830487,0,N/A,BERTH
Sabic Terminal,77309539791,C}TS7309539791,0,N/A,BERTH
Sabine,77309533233,C}TS7309533233,0,US Gulf,PORT
Sabine Bank Offshore (E) Anchorage,77309785996,C}TS7309785996,0,N/A,ANCHORAGE
Sabine Bank Offshore (N) Anchorage,77309785997,C}TS7309785997,0,N/A,ANCHORAGE
Sabine Bank Offshore (S) Anchorage,77309785998,C}TS7309785998,0,N/A,ANCHORAGE
Sabine Pass Inshore Anchorage,77309871246,C}TS7309871246,0,N/A,ANCHORAGE
Sabine Pass LNG (Port Arthur),77309792183,C}TS7309792183,0,US Gulf,PORT
Sabine Pass LNG Terminal,77309557402,C}TS7309557402,0,N/A,BERTH
Sacramento,77309542581,C}TS7309542581,0,US West Coast,PORT
Sado Kisen Ferry Termial (generic name),77309540473,C}TS7309540473,0,N/A,BERTH
Sado River Anchorage,77309542812,C}TS7309542812,0,N/A,ANCHORAGE
Safaga,77309532343,C}TS7309532343,0,Suez Canal,PORT
Safi,77309532509,C}TS7309532509,0,Tenerife,PORT
Safi Anchorage,77309543298,C}TS7309543298,0,N/A,ANCHORAGE
Saganoseki Port,77309868122,C}TS7309868122,0,Japan,PORT
Sagar Roads,77309538956,C}TS7309538956,0,Chittagong,PORT
Sagar Transhipment Area,77309824475,C}TS7309824475,1,N/A,BERTH
Saggas LNG Terminal,77309539276,C}TS7309539276,0,N/A,BERTH
Sagres,77309537574,C}TS7309537574,0,Gibraltar,PORT
Sagunto,77309539008,C}TS7309539008,0,West Med,PORT
Saigon General Port Terminal (generic name),77309539343,C}TS7309539343,0,N/A,BERTH
Saigon Midstream Anchorage,77309542674,C}TS7309542674,0,N/A,ANCHORAGE
Saigon Premier Container Terminal,77309541731,C}TS7309541731,0,N/A,BERTH
Saijo,77309543254,C}TS7309543254,0,Japan,PORT
Saikai,77309539105,C}TS7309539105,0,Japan,PORT
Saiki,77309531302,C}TS7309531302,0,Japan,PORT
Saint John (New Brunswick),77309538571,C}TS7309538571,0,E Coast Canada,PORT
Saint John Irving Refinery Berth,77309643257,C}TS7309643257,0,N/A,BERTH
Saint Malo Roro Passenger Ferry Terminal,77309539512,C}TS7309539512,0,N/A,BERTH
Saint-Ouen (France),77309532341,C}TS7309532341,0,UK Continent,PORT
Saint-Wadrille Terminal,77309540221,C}TS7309540221,0,N/A,BERTH
Saipan (Mariana Islands),77309538891,C}TS7309538891,0,'-,PORT
Saiqi,77309543034,C}TS7309543034,0,Shanghai,PORT
Sakai,77309532112,C}TS7309532112,0,Japan,PORT
Sakai LNG Terminal,77309824461,C}TS7309824461,0,N/A,BERTH
Sakai Mitsui Chemcials Berth 1,77309846730,C}TS7309846730,0,N/A,BERTH
Sakaide,77309532118,C}TS7309532118,0,Japan,PORT
Sakaiminato,77309531314,C}TS7309531314,0,Japan,PORT
Sakaiminato Container Wharf (generic name),77309541640,C}TS7309541640,0,N/A,BERTH
Sakata,77309532129,C}TS7309532129,0,Japan,PORT
Sakata North Port International Terminal,77309540599,C}TS7309540599,0,N/A,BERTH
Sala General Cargo and MPP Berths,77309539677,C}TS7309539677,0,N/A,BERTH
Salacgriva,77309543103,C}TS7309543103,0,Baltic,PORT
Salalah,77309535354,C}TS7309535354,0,Aden,PORT
Salalah Anchorage,77309542528,C}TS7309542528,0,N/A,ANCHORAGE
Salalah Container Terminal Phase 1,77309541200,C}TS7309541200,0,N/A,BERTH
Salalah Multipurpose Terminal,77309540800,C}TS7309540800,0,N/A,BERTH
Salalah Oil Berth,77309539776,C}TS7309539776,0,N/A,BERTH
Salamaju (Malaysia),77309869904,C}TS7309869904,0,Singapore,PORT
Salamis,77309537612,C}TS7309537612,0,Greece,PORT
Salaverry Bulk Terminal,77309826829,C}TS7309826829,0,N/A,BERTH
Salawati,77309534486,C}TS7309534486,0,Lawi-Lawi Terminal,PORT
Salaya,77309534203,C}TS7309534203,0,W Coast India,PORT
Salcombe,77309537614,C}TS7309537614,0,UK Continent,PORT
Saldanha Bay,77309532217,C}TS7309532217,0,S Africa,PORT
Saldanha Bay Anchorage,77309542392,C}TS7309542392,0,N/A,ANCHORAGE
Saleef,77309532948,C}TS7309532948,0,Aden,PORT
Saleef (Yemen),77309826057,C}TS7309826057,0,Aden,PORT
Saleef Bulk Terminal,77309826058,C}TS7309826058,0,N/A,BERTH
Salem,77309533240,C}TS7309533240,0,US Atlantic Coast,PORT
Salerno,77309531594,C}TS7309531594,0,W Coast Italy,PORT
Salerno Auto Terminal,77309539801,C}TS7309539801,0,N/A,BERTH
Salerno Container Terminal,77309541621,C}TS7309541621,0,N/A,BERTH
Salina Cruz,77309533032,C}TS7309533032,0,W Mexico,PORT
Salina Cruz Anchorage,77309542689,C}TS7309542689,0,N/A,ANCHORAGE
Salina Cruz Container Pier,77309542078,C}TS7309542078,0,N/A,BERTH
Salinetas,77309778451,C}TS7309778451,0,Tenerife,PORT
Salipazari and Yolcu Salonu Cruise Terminals,77309541998,C}TS7309541998,0,N/A,BERTH
Salisbury Island â€“ Berth 9 (Durban),77309787506,C}TS7309787506,0,N/A,BERTH
Sallaum Terminal,77309753496,C}TS7309753496,0,N/A,BERTH
Salomague,77309537620,C}TS7309537620,0,Manila,PORT
Saltvik,77309537625,C}TS7309537625,0,Baltic,PORT
Salum,77309537626,C}TS7309537626,0,East Med,PORT
Salvador,77309538925,C}TS7309538925,0,Recife,PORT
Salvador Anchorage,77309542974,C}TS7309542974,0,N/A,ANCHORAGE
Salvador Offshore LNG Terminal (Golar Winter FSRU),77309699915,C}TS7309699915,0,Recife,PORT
SAL-Yokohama Alumina Refinery,77309542062,C}TS7309542062,0,N/A,BERTH
Samara,77309538239,C}TS7309538239,0,'-,PORT
Samarai,77309534777,C}TS7309534777,0,Kumul Marine Terminal,PORT
Samarinda,77309543151,C}TS7309543151,0,Lawi-Lawi Terminal,PORT
Samarinda Northern Loading Anchorage,77309646084,C}TS7309646084,0,N/A,BERTH
Samarinda Southern Loading Anchorage,77309646085,C}TS7309646085,0,N/A,BERTH
Sambu Tank Terminal (generic name),77309542477,C}TS7309542477,0,N/A,BERTH
Samcheok LNG Terminal,77309709720,C}TS7309709720,0,Korea,PORT
Samcheon Po,77309539126,C}TS7309539126,0,Korea,PORT
Samcheonpo Power Station,77309540083,C}TS7309540083,0,N/A,BERTH
Sami,77309542989,C}TS7309542989,0,Greece,PORT
Samref LPG Terminal,77309539790,C}TS7309539790,0,N/A,BERTH
Samref Oil Terminal,77309539792,C}TS7309539792,0,N/A,BERTH
Samskip Holtabakki (Reykjavik) Termial,77309539450,C}TS7309539450,0,N/A,BERTH
Samsun,77309533763,C}TS7309533763,0,Black Sea,PORT
Samsun Anchorage,77309542962,C}TS7309542962,0,N/A,ANCHORAGE
Samsun CBM 1,77309848546,C}TS7309848546,0,N/A,BERTH
Samsun CBM 2,77309848547,C}TS7309848547,0,N/A,BERTH
Samsun CBM 3,77309848548,C}TS7309848548,0,N/A,BERTH
Samsun CBM 4,77309848549,C}TS7309848549,0,N/A,BERTH
Samsun Marine Terminal,77309824282,C}TS7309824282,0,N/A,BERTH
Samut Sakhon,77309539210,C}TS7309539210,0,Thailand,PORT
San Andres Island,77309534733,C}TS7309534733,0,Caribbean,PORT
San Antonio,77309534352,C}TS7309534352,0,Chile,PORT
San Antonio Anchorage,77309543065,C}TS7309543065,0,N/A,ANCHORAGE
San Antonio Este,77309531936,C}TS7309531936,0,Argentina,PORT
San Antonio Terminal International,77309541297,C}TS7309541297,0,N/A,BERTH
San Carlos,77309535188,C}TS7309535188,0,W Mexico,PORT
San Carlos de la Rapita,77309543057,C}TS7309543057,0,West Med,PORT
San Ciprian,77309543028,C}TS7309543028,0,Bilbao,PORT
San Diego,77309532189,C}TS7309532189,0,US West Coast,PORT
San Felix,77309532858,C}TS7309532858,0,Caribbean,PORT
San Francisco,77309532200,C}TS7309532200,0,US West Coast,PORT
San Francisco Bay and Anchorage,77309543302,C}TS7309543302,0,N/A,ANCHORAGE
San Gregorio,77309534766,C}TS7309534766,0,Cape Horn,PORT
San Isidro,77309534809,C}TS7309534809,0,Manila,PORT
San Jose,77309534480,C}TS7309534480,0,Manila,PORT
San Jose (Chile),77309538305,C}TS7309538305,0,'-,PORT
San Jose (Guatemala),77309538567,C}TS7309538567,0,Panama,PORT
San Juan,77309531794,C}TS7309531794,0,Caribbean,PORT
San Juan de la Costa,77309535192,C}TS7309535192,0,W Mexico,PORT
San Juan de Nieva Dock,77309540034,C}TS7309540034,0,N/A,BERTH
San Juan Horizon Terminal,77309540617,C}TS7309540617,0,N/A,BERTH
San Julian,77309531939,C}TS7309531939,0,Argentina,PORT
San Leonardo (Porto Marghera),77309851619,C}TS7309851619,0,N/A,BERTH
San Lorenzo (Ecuador),77309532866,C}TS7309532866,0,Esmeraldas,PORT
San Lorenzo (Honduras),77309533745,C}TS7309533745,0,Buenos Aires,PORT
San Lorenzo (Venezuela),77309532865,C}TS7309532865,0,Caribbean,PORT
San Lorenzo River Anchorage,77309542169,C}TS7309542169,0,N/A,ANCHORAGE
San Lorenzo-San Martin,77309531946,C}TS7309531946,0,Buenos Aires,PORT
San Lucian (Marsaxlokk),77309830723,C}TS7309830723,0,N/A,BERTH
San Martin,77309531564,C}TS7309531564,0,Buenos Aires,PORT
San Martin River Anchorage,77309542170,C}TS7309542170,0,N/A,ANCHORAGE
San Nicolas (Peru),77309538482,C}TS7309538482,0,Chile,PORT
San Nicolas Anchorage (Peru),77309898109,C}TS7309898109,0,N/A,ANCHORAGE
San Nicolas ARG,77309531959,C}TS7309531959,0,Buenos Aires,PORT
San Nicolas ARUBA,77309533549,C}TS7309533549,0,Caribbean,PORT
San Nicolas de los Arroyos (Argentina),77309539198,C}TS7309539198,0,Buenos Aires,PORT
San Pablo,77309537651,C}TS7309537651,0,Cape Horn,PORT
San Pedro,77309534187,C}TS7309534187,0,Buenos Aires,PORT
San Pedro (Ivory Coast),77309560208,C}TS7309560208,0,West Africa,PORT
San Pedro De Macoris,77309531809,C}TS7309531809,0,Bahamas,PORT
San Remo,77309533429,C}TS7309533429,0,Fos sur Mer,PORT
San Salvador,77309538660,C}TS7309538660,0,'-,PORT
San Sebastian Bay,77309531969,C}TS7309531969,0,Cape Horn,PORT
San Sebastian de la Gomera,77309542892,C}TS7309542892,0,Tenerife,PORT
San Vicente,77309534360,C}TS7309534360,0,Chile,PORT
San Vicente Terminal Internacional,77309540805,C}TS7309540805,0,N/A,BERTH
San Vitale (Ravenna),77309826139,C}TS7309826139,0,N/A,BERTH
Sanbaimen Power Station Berth,77309764850,C}TS7309764850,0,N/A,BERTH
Sanbu,77309534954,C}TS7309534954,0,Canton,PORT
Sandakan,77309532836,C}TS7309532836,0,Manila,PORT
Sandakan - SPA Palm Oil Berth,77309557305,C}TS7309557305,0,N/A,BERTH
Sandakan MPP Termina (generic name),77309539280,C}TS7309539280,0,N/A,BERTH
Sandefjord,77309534387,C}TS7309534387,0,UK Continent,PORT
Sandheads Anchorage,77309824477,C}TS7309824477,0,N/A,ANCHORAGE
Sandnessjoen,77309537663,C}TS7309537663,0,North Sea,PORT
Sandusky,77309532664,C}TS7309532664,0,'-,PORT
Sandwich,77309533252,C}TS7309533252,0,US Atlantic Coast,PORT
Sanghi,77309538391,C}TS7309538391,0,W Coast India,PORT
Sangkapura,77309537669,C}TS7309537669,0,Lawi-Lawi Terminal,PORT
Sanha LPG Terminal,77309557261,C}TS7309557261,0,N/A,BERTH
Sant Antioco,77309534849,C}TS7309534849,0,Malta,PORT
Santa Barbara (U.S.A.),77309538556,C}TS7309538556,0,US West Coast,PORT
Santa Barbara Pellets Terminal,77309540090,C}TS7309540090,0,N/A,BERTH
Santa Cruz (Luzon),77309532503,C}TS7309532503,0,Manila,PORT
Santa Cruz (Marinduque Island),77309532508,C}TS7309532508,0,Manila,PORT
Santa Cruz de la Palma,77309532202,C}TS7309532202,0,Tenerife,PORT
Santa Cruz de Tenerife,77309534039,C}TS7309534039,0,Tenerife,PORT
Santa Cruz Port (Philippines),77309869092,C}TS7309869092,0,Manila,PORT
Santa Fe (Argentina),77309531984,C}TS7309531984,0,Buenos Aires,PORT
Santa Lucia Quay - Container Terminal,77309540961,C}TS7309540961,0,N/A,BERTH
Santa Marta,77309534498,C}TS7309534498,0,Caribbean,PORT
Santa Marta Anchorage,77309542878,C}TS7309542878,0,N/A,ANCHORAGE
Santa Marta Coal Pier,77309539642,C}TS7309539642,0,N/A,BERTH
Santa Marta Container Pier (Berths 2 and 3),77309540951,C}TS7309540951,0,N/A,BERTH
Santa Panagia Anchorage,77309542814,C}TS7309542814,0,N/A,ANCHORAGE
Santa Panagia Bay,77309539221,C}TS7309539221,0,Malta,PORT
Santa Panagia Pier No. 1,77309826034,C}TS7309826034,0,N/A,BERTH
Santa Panagia Pier No. 2,77309847370,C}TS7309847370,0,N/A,BERTH
Santa Panagia Pier No. 5,77309826035,C}TS7309826035,0,N/A,BERTH
Santa Panagia Pier No. 6,77309826036,C}TS7309826036,0,N/A,BERTH
Santa Panagia Pier No. 7,77309847371,C}TS7309847371,0,N/A,BERTH
Santa Rita LNG-fired Power Plant,77309542107,C}TS7309542107,0,N/A,BERTH
Santa Rosalia,77309535189,C}TS7309535189,0,W Mexico,PORT
Santan Terminal,77309535328,C}TS7309535328,0,Lawi-Lawi Terminal,PORT
Santana,77309532740,C}TS7309532740,0,Belem,PORT
Santander,77309532526,C}TS7309532526,0,Bilbao,PORT
Santander Anchorage,77309542614,C}TS7309542614,0,N/A,ANCHORAGE
Santander Roro-Ferry Terminal (Almirante Quay),77309540716,C}TS7309540716,0,N/A,BERTH
Santarem,77309532827,C}TS7309532827,0,Belem,PORT
Santiago de Cuba,77309534827,C}TS7309534827,0,Bahamas,PORT
Santo Domingo,77309542119,C}TS7309542119,0,Bahamas,PORT
Santo Domingo MPP and Roto Pier (generic name),77309542120,C}TS7309542120,0,N/A,BERTH
Santo Tomas de Castilla,77309533529,C}TS7309533529,0,E Mexico,PORT
Santo Tomas de Castilla Terminal de Contenedores,77309540855,C}TS7309540855,0,N/A,BERTH
Santona,77309537678,C}TS7309537678,0,Bilbao,PORT
Santos,77309534238,C}TS7309534238,0,Rio de Janeiro,PORT
Santos Anchorage,77309542709,C}TS7309542709,0,N/A,ANCHORAGE
Santos GLNG (Curtis Island),77309780353,C}TS7309780353,0,N/A,BERTH
Santos River Anchorage,77309542995,C}TS7309542995,0,N/A,ANCHORAGE
Santos STS,77309857954,C}TS7309857954,1,N/A,BERTH
Sanya,77309533931,C}TS7309533931,0,Canton,PORT
Sao Cristovao,77309532700,C}TS7309532700,0,Rio de Janeiro,PORT
Sao Francisco do Sul,77309532840,C}TS7309532840,0,Rio de Janeiro,PORT
Sao Francisco do Sul Monobuoy,77309779027,C}TS7309779027,0,N/A,BERTH
Sao Francisco do Sul Outer Anchorage,77309542979,C}TS7309542979,0,N/A,ANCHORAGE
Sao Francisco do Sul Port Authority Terminal,77309540853,C}TS7309540853,0,N/A,BERTH
Sao Francisco do Sul River Anchorage,77309542978,C}TS7309542978,0,N/A,ANCHORAGE
Sao Luis,77309533130,C}TS7309533130,0,Belem,PORT
Sao Paulo,77309537679,C}TS7309537679,0,Belem,PORT
Sao Sebastiao,77309534257,C}TS7309534257,0,Rio de Janeiro,PORT
Sao Sebastiao Anchorage,77309542996,C}TS7309542996,0,N/A,ANCHORAGE
Sao Sebastiao Bulk and MPP Pier (generic name),77309540053,C}TS7309540053,0,N/A,BERTH
Sao Sebastiao Oil Terminal (TEBAR),77309540052,C}TS7309540052,0,N/A,BERTH
Sao Tome,77309532563,C}TS7309532563,0,West Africa,PORT
Sapec Port Terminal (common user),77309539399,C}TS7309539399,0,N/A,BERTH
